name,pl_orbper,pl_disc,new_rade,fpl_smax,new_insol
Kepler-553 c,328.2399546,2016,11.2,NA,NA
Kepler-554 b,1.90220856,2016,4.29,NA,NA
Kepler-555 b,16.21775407,2016,2.83,NA,NA
Kepler-556 b,11.72292176,2016,2.24,NA,NA
Kepler-557 b,3.70598955,2016,2.67,NA,NA
Kepler-558 b,29.00790538,2016,2.37,NA,NA
Kepler-559 b,17.58752333,2016,3.61,NA,NA
Kepler-56 b,10.5016,2012,6.51,0.1028,760.35038587414
Kepler-56 c,21.40239,2012,9.8,0.1652,294.42854584714144
Kepler-56 d,1002,2016,14.02997598888695,2.16,1.7222353441907088
Kepler-560 b,18.47764449,2016,1.72,0.0899,2.373999463834231
Kepler-561 b,58.3620495,2016,6.96,NA,NA
Kepler-561 c,5.35016198,2016,2.68,NA,NA
Kepler-562 b,18.00931444,2016,5.21,NA,NA
Kepler-563 b,22.18432708,2016,3.09,NA,NA
Kepler-564 b,3.75083228,2016,4.63,NA,NA
Kepler-565 b,4.24374723,2016,3.64,NA,NA
Kepler-566 b,18.42794624,2016,2.15,NA,NA
Kepler-567 b,16.54297375,2016,2.25,NA,NA
Kepler-568 b,11.02347475,2016,2.26,NA,NA
Kepler-569 b,34.18890521,2016,3.16,NA,NA
Kepler-57 b,5.7293196,2012,2.19,NA,NA
Kepler-57 c,11.6092567,2012,1.55,NA,NA
Kepler-570 b,4.301662,2016,2.45,NA,NA
Kepler-571 b,4.79859939,2016,2.64,NA,NA
Kepler-572 b,17.20523483,2016,2.58,NA,NA
Kepler-573 b,22.18329658,2016,2.79,NA,NA
Kepler-574 b,7.65880414,2016,2.39,NA,NA
Kepler-575 b,9.37891944,2016,2.39,NA,NA
Kepler-576 b,29.91136794,2016,3.27,NA,NA
Kepler-577 b,25.69578251,2016,2.55,NA,NA
Kepler-578 b,1.6168837,2016,2,NA,NA
Kepler-579 b,9.66857723,2016,2,NA,NA
Kepler-58 b,10.2184954,2012,2.78,NA,NA
Kepler-58 c,15.5741568,2012,2.86,NA,NA
Kepler-58 d,40.101371,2014,2.94,0.236,15.601846259808639
Kepler-580 b,8.22241966,2016,2.57,NA,NA
Kepler-581 b,40.6069821,2016,2.63,NA,NA
Kepler-582 b,18.49235668,2016,3.68,NA,NA
Kepler-583 b,6.5100253,2016,2.28,NA,NA
Kepler-584 b,35.1810304,2016,4.21,NA,NA
Kepler-585 b,2.75235975,2016,2.83,NA,NA
Kepler-586 b,2.10472218,2016,2.79,NA,NA
Kepler-587 b,10.94027841,2016,2.23,NA,NA
Kepler-588 b,4.22162536,2016,2.63,NA,NA
Kepler-589 b,16.54964934,2016,2.27,NA,NA
Kepler-59 b,11.8681707,2012,1.1,NA,NA
Kepler-59 c,17.9801235,2012,1.98,NA,NA
Kepler-590 b,5.85296257,2016,4.02,NA,NA
Kepler-591 b,81.1694299,2016,3.39,NA,NA
Kepler-592 b,2.82019241,2016,2.39,NA,NA
Kepler-593 b,21.21708973,2016,2.87,NA,NA
Kepler-594 b,13.64618192,2016,2.18,NA,NA
Kepler-595 b,25.30292332,2016,3.81,NA,NA
Kepler-596 b,21.30022655,2016,3.46,NA,NA
Kepler-597 b,13.02365861,2016,2.37,NA,NA
Kepler-598 b,3.70175428,2016,1.5,NA,NA
Kepler-599 b,15.65562652,2016,2.84,NA,NA
Kepler-6 b,3.2346996,2009,14.617,0.04852,625.4007757540422
Kepler-60 b,7.1334,2012,1.71,0.07497,401.9990051457829
Kepler-60 c,8.9187,2012,1.9,0.08701,298.4431826184309
Kepler-60 d,11.8981,2012,1.99,0.10548,203.07654113734733
Kepler-600 b,23.67517607,2016,2.9,NA,NA
Kepler-601 b,5.37886844,2016,1.9,NA,NA
Kepler-602 b,15.28469497,2016,2.09,NA,NA
Kepler-603 b,21.05358596,2016,2.65,NA,NA
Kepler-603 c,127.9075774,2016,6.5,NA,NA
Kepler-603 d,6.2171292,2016,1.32,NA,NA
Kepler-604 b,25.85501786,2016,2.59,NA,NA
Kepler-605 b,3.38353807,2016,1.44,NA,NA
Kepler-605 c,2.35895152,2016,0.86,NA,NA
Kepler-606 b,24.31575992,2016,3.31,NA,NA
Kepler-607 b,0.6381632,2016,0.87,NA,NA
Kepler-608 b,6.41251504,2016,3.64,NA,NA
Kepler-609 b,6.52121067,2016,3.35,NA,NA
Kepler-61 b,59.87756,2013,2.15,0.24861,1.931802896368437
Kepler-610 b,6.99692655,2016,4.19,NA,NA
Kepler-610 c,151.86392,2016,3.3,NA,NA
Kepler-611 b,2.4370333,2016,1.65,NA,NA
Kepler-612 b,3.72215641,2016,2.84,NA,NA
Kepler-613 b,15.77979614,2016,2.29,NA,NA
Kepler-614 b,14.03491514,2016,2.39,NA,NA
Kepler-615 b,10.35584657,2016,1.74,NA,NA
Kepler-616 b,9.99761851,2016,2.43,NA,NA
Kepler-616 c,90.4113556,2016,3.41,NA,NA
Kepler-617 b,1.68269615,2016,1.32,NA,NA
Kepler-618 b,3.59576964,2016,2.6,NA,NA
Kepler-619 b,5.4042722,2016,3.16,NA,NA
Kepler-619 c,1.20846503,2016,1.69,NA,NA
Kepler-62 b,5.714932,2013,1.31,0.0553,68.63564785939994
Kepler-62 c,12.4417,2013,0.54,0.0929,24.32028007503148
Kepler-62 d,18.16406,2013,1.95,0.12,14.575971414052253
Kepler-62 e,122.3874,2013,1.61,0.427,1.151182688230355
Kepler-62 f,267.291,2013,1.41,0.718,0.4071468803825863
Kepler-620 b,12.91375431,2016,3.32,NA,NA
Kepler-621 b,2.62811375,2016,2.3,NA,NA
Kepler-622 b,14.28226676,2016,2.13,NA,NA
Kepler-623 b,9.07097734,2016,3.01,NA,NA
Kepler-624 b,14.58649607,2016,2.31,NA,NA
Kepler-625 b,7.75192492,2016,1.99,NA,NA
Kepler-625 c,4.1653651,2016,1.05,NA,NA
Kepler-626 b,14.48585199,2016,2.29,NA,NA
Kepler-627 b,40.6994443,2016,3.73,NA,NA
Kepler-628 b,15.4580567,2016,8.4,NA,NA
Kepler-629 b,7.2385854,2016,1.38,NA,NA
Kepler-63 b,9.4341505,2013,6.11,0.08,108.8478928298076
Kepler-630 b,161.4743937,2016,3.18,NA,NA
Kepler-631 b,17.97979059,2016,2.9,NA,NA
Kepler-632 b,30.99660733,2016,2.21,NA,NA
Kepler-633 b,8.50340718,2016,1.63,NA,NA
Kepler-634 b,5.16950177,2016,1.89,NA,NA
Kepler-635 b,23.44971004,2016,2.64,NA,NA
Kepler-636 b,16.08066115,2016,4.45,NA,NA
Kepler-637 b,23.20584623,2016,4.75,NA,NA
Kepler-638 b,6.07972888,2016,1.83,NA,NA
Kepler-639 b,10.21420496,2016,2.38,NA,NA
Kepler-640 b,22.24813967,2016,2.56,NA,NA
Kepler-641 b,9.48961571,2016,1.85,NA,NA
Kepler-642 b,4.41745855,2016,2.9,NA,NA
Kepler-643 b,16.33889626,2016,10.16,0.126,189.347209790138
Kepler-644 b,3.1739171,2016,3.15,NA,NA
Kepler-645 b,3.27582262,2016,2.1,NA,NA
Kepler-646 b,15.87364565,2016,1.99,NA,NA
Kepler-647 b,16.2254649,2016,1.17,NA,NA
Kepler-648 b,17.4211749,2016,3.22,NA,NA
Kepler-649 b,29.90722674,2016,2.26,NA,NA
Kepler-65 b,2.15491,2012,1.42,0.035,2306.0244693189447
Kepler-65 c,5.859944,2012,2.58,0.068,610.9169495924972
Kepler-65 d,8.13123,2012,1.52,0.084,400.3514703678723
Kepler-65 e,258.8,2019,14.07447025210985,NA,NA
Kepler-650 b,3.03214559,2016,2.96,NA,NA
Kepler-651 b,21.38521506,2016,2.37,NA,NA
Kepler-652 b,4.18200253,2016,2.49,NA,NA
Kepler-653 b,14.70748976,2016,1.95,NA,NA
Kepler-653 c,0.90037648,2016,0.78,NA,NA
Kepler-654 b,13.72465129,2016,2.07,NA,NA
Kepler-655 b,46.4063358,2016,2.71,NA,NA
Kepler-656 b,1.26025909,2016,3.12,NA,NA
Kepler-657 b,24.54350418,2016,3.52,NA,NA
Kepler-658 b,1.28707676,2016,1.63,NA,NA
Kepler-659 b,17.671796,2016,2.5,NA,NA
Kepler-66 b,17.815815,2013,2.8,0.1352,55.98176886098801
Kepler-660 b,9.27358194,2016,2.57,NA,NA
Kepler-661 b,6.02930132,2016,3.07,NA,NA
Kepler-662 b,21.67697486,2016,2.18,NA,NA
Kepler-663 b,4.99678284,2016,2.6,NA,NA
Kepler-664 b,2.52559332,2016,2.66,NA,NA
Kepler-665 b,16.01310205,2016,2.6,NA,NA
Kepler-666 b,4.49876092,2016,2.4,NA,NA
Kepler-667 b,41.43962808,2016,4.73,NA,NA
Kepler-668 b,8.35390639,2016,2.7,NA,NA
Kepler-669 b,4.12554687,2016,4.83,NA,NA
Kepler-67 b,15.7259,2013,2.94,0.1171,27.219880224972894
Kepler-670 b,2.81650485,2016,13.18,NA,NA
Kepler-671 b,4.28095859,2016,2.69,NA,NA
Kepler-672 b,38.3774623,2016,2.5,NA,NA
Kepler-673 b,3.72873109,2016,6.54,NA,NA
Kepler-674 b,2.24338185,2016,1.69,NA,NA
Kepler-675 b,2.33743801,2016,2.44,NA,NA
Kepler-676 b,11.59822172,2016,3.04,NA,NA
Kepler-677 b,6.57531678,2016,5.38,NA,NA
Kepler-678 b,7.27503724,2016,5.14,NA,NA
Kepler-679 b,12.39358604,2016,3.01,NA,NA
Kepler-68 b,5.3988,2013,2.354,0.0617,433.93998729383156
Kepler-68 c,9.6051,2013,1,0.09059,201.29800960150524
Kepler-68 d,634.6,2013,12.600988525515914,1.4,0.8428376521576607
Kepler-680 b,3.68992629,2016,2.42,NA,NA
Kepler-681 b,26.39435646,2016,3.08,NA,NA
Kepler-682 b,12.61190667,2016,7.37,NA,NA
Kepler-683 b,2.53918318,2016,1.97,NA,NA
Kepler-684 b,6.77030201,2016,3.36,NA,NA
Kepler-685 b,1.6255222,2016,10.58,NA,NA
Kepler-686 b,1.59474546,2016,12.15,NA,NA
Kepler-687 b,20.50586978,2016,3.52,NA,NA
Kepler-688 b,3.89593684,2016,9.76,NA,NA
Kepler-689 b,22.36656079,2016,2.89,NA,NA
Kepler-69 b,13.722341,2013,2.24,0.094,90.51994737517298
Kepler-69 c,242.4613,2013,1.71,0.64,1.952720349138253
Kepler-690 b,7.74809437,2016,5.95,NA,NA
Kepler-691 b,8.114379,2016,2.09,NA,NA
Kepler-692 b,21.81293494,2016,3.11,NA,NA
Kepler-693 b,15.37563332,2016,10.18,NA,NA
Kepler-694 b,6.36584161,2016,2.8,NA,NA
Kepler-695 b,3.04033042,2016,9.21,NA,NA
Kepler-696 b,4.19042557,2016,6.14,NA,NA
Kepler-697 b,3.70987065,2016,4.13,NA,NA
Kepler-698 b,16.32976218,2016,3.68,NA,NA
Kepler-699 b,27.80756293,2016,14.11,NA,NA
Kepler-7 b,4.8854892,2009,18.181,0.06067,1288.4038387455803
Kepler-700 b,80.8720639,2016,5.99,NA,NA
Kepler-701 b,10.35533177,2016,2.84,NA,NA
Kepler-702 b,10.52629406,2016,9.17,NA,NA
Kepler-703 b,4.58352176,2016,8.2,NA,NA
Kepler-704 b,3.76182115,2016,2.61,NA,NA
Kepler-705 b,56.0560538,2016,2.11,0.232,0.9550454287723433
Kepler-706 b,41.40831347,2016,13.17,NA,NA
Kepler-707 b,2.23749275,2016,1.33,NA,NA
Kepler-708 b,3.16789194,2016,2.93,NA,NA
Kepler-709 b,16.08524954,2016,2.92,NA,NA
Kepler-710 b,4.34728553,2016,1.88,NA,NA
Kepler-711 b,23.58914398,2016,3.41,NA,NA
Kepler-712 b,21.02247699,2016,3.41,NA,NA
Kepler-712 c,226.89047,2016,4.85,NA,NA
Kepler-713 b,7.411141,2016,2.48,NA,NA
Kepler-714 b,8.09888799,2016,9.67,NA,NA
Kepler-715 b,10.00652995,2016,3.75,NA,NA
Kepler-716 b,10.37168453,2016,2.9,NA,NA
Kepler-717 b,4.40840023,2016,2.42,NA,NA
Kepler-718 b,2.0523499,2016,16.56,NA,NA
Kepler-719 b,5.00731778,2016,8.52,NA,NA
Kepler-720 b,4.70832654,2016,8.41,NA,NA
Kepler-721 b,5.39202539,2016,2.64,NA,NA
Kepler-722 b,4.09357325,2016,2.63,NA,NA
Kepler-722 c,105.144749,2016,2.82,NA,NA
Kepler-723 b,4.08227507,2016,12.19,NA,NA
Kepler-724 b,3.31494634,2016,3.29,NA,NA
Kepler-725 b,39.64317811,2016,10.63,NA,NA
Kepler-726 b,21.80451088,2016,3.26,NA,NA
Kepler-727 b,5.15448442,2016,2.53,NA,NA
Kepler-728 b,5.74347727,2016,3.34,NA,NA
Kepler-729 b,3.16635371,2016,3.58,NA,NA
Kepler-730 b,6.49168281,2016,12.33,0.0694,381.3125147099357
Kepler-730 c,2.85188338,2018,1.569,0.03997,1149.5601582024315
Kepler-731 b,3.85560355,2016,13.88,NA,NA
Kepler-732 b,9.46781405,2016,2.18,NA,NA
Kepler-732 c,0.89304124,2016,1.27,NA,NA
Kepler-733 b,20.83424726,2016,2.82,NA,NA
Kepler-734 b,6.10485286,2016,3.56,NA,NA
Kepler-735 b,11.51516988,2016,2.95,NA,NA
Kepler-736 b,3.60147201,2016,2.93,NA,NA
Kepler-737 b,28.59915399,2016,1.96,NA,NA
Kepler-738 b,24.58721573,2016,2.5,NA,NA
Kepler-739 b,12.53248465,2016,3.32,NA,NA
Kepler-74 b,7.340711,2013,10.76,0.0781,325.61014841233646
Kepler-740 b,3.58410122,2016,4.57,NA,NA
Kepler-741 b,7.03902374,2016,2.97,NA,NA
Kepler-742 b,8.36086824,2016,3.24,NA,NA
Kepler-743 b,3.17926292,2016,1.21,NA,NA
Kepler-744 b,12.06222443,2016,1.62,NA,NA
Kepler-745 b,9.93143556,2016,2.16,NA,NA
Kepler-746 b,3.48159251,2016,1.11,NA,NA
Kepler-747 b,35.61760587,2016,5.27,NA,NA
Kepler-748 b,7.40742793,2016,2.52,NA,NA
Kepler-749 b,17.31716585,2016,3.1,NA,NA
Kepler-75 b,8.8849116,2013,11.77,0.0818,76.29452836475845
Kepler-750 b,9.42887179,2016,3.07,NA,NA
Kepler-750 c,4.08899022,2016,1.62,NA,NA
Kepler-751 b,17.44490636,2016,2.46,NA,NA
Kepler-752 b,18.82747265,2016,2.81,NA,NA
Kepler-753 b,5.74772501,2016,1.91,NA,NA
Kepler-754 b,14.5596237,2016,2.01,NA,NA
Kepler-755 b,1.26909037,2016,1.76,NA,NA
Kepler-755 c,2.85313364,2016,1.26,NA,NA
Kepler-756 b,1.22486632,2016,1.12,NA,NA
Kepler-757 b,1.02267882,2016,1.36,NA,NA
Kepler-758 b,12.1097104,2016,2.48,NA,NA
Kepler-758 c,4.75793986,2016,1.69,NA,NA
Kepler-758 d,20.4966197,2016,2.12,NA,NA
Kepler-758 e,8.1934719,2016,1.53,NA,NA
Kepler-759 b,41.805985,2016,2.27,NA,NA
Kepler-76 b,1.5449298,2013,15.244,0.0274,3376.7497342664874
Kepler-760 b,8.70419416,2016,3.06,NA,NA
Kepler-760 c,2.46697439,2016,1.48,NA,NA
Kepler-761 b,10.12804789,2016,2.03,NA,NA
Kepler-762 b,3.7705521,2016,12.68,NA,NA
Kepler-763 b,1.19655156,2016,1.22,NA,NA
Kepler-764 b,7.33683936,2016,1.64,NA,NA
Kepler-765 b,27.6655226,2016,2.43,NA,NA
Kepler-766 b,6.10027804,2016,3.39,NA,NA
Kepler-767 b,161.5280101,2016,6.64,NA,NA
Kepler-768 b,11.3910025,2016,1.79,NA,NA
Kepler-769 b,7.42608998,2016,2.92,NA,NA
Kepler-769 c,15.9870174,2016,1.79,NA,NA
Kepler-77 b,3.57878087,2013,10.761,0.04501,437.9070873425402
Kepler-770 b,18.92540274,2016,2.3,NA,NA
Kepler-770 c,1.47532231,2016,1.2,NA,NA
Kepler-770 d,4.15244722,2016,1.4,NA,NA
Kepler-771 b,8.73485836,2016,1.82,NA,NA
Kepler-772 b,12.99207337,2016,1.82,NA,NA
Kepler-773 b,3.74910006,2016,1.43,NA,NA
Kepler-774 b,11.0895723,2016,3.17,NA,NA
Kepler-775 b,0.97486893,2016,1.19,NA,NA
Kepler-776 b,4.89718784,2016,1.28,NA,NA
Kepler-777 b,5.72812599,2016,1.47,NA,NA
Kepler-778 b,3.75574426,2016,1.68,NA,NA
Kepler-779 b,7.09714223,2016,0.92,NA,NA
Kepler-78 b,0.35500744,2013,1.121,NA,NA
Kepler-780 b,0.67737516,2016,0.89,NA,NA
Kepler-781 b,13.2140732,2016,2.89,NA,NA
Kepler-782 b,158.6853308,2016,3.21,NA,NA
Kepler-783 b,4.29264638,2016,0.78,NA,NA
Kepler-784 b,31.5922646,2016,1.58,NA,NA
Kepler-785 b,1.97376093,2016,13.02,NA,NA
Kepler-786 b,53.5293487,2016,2.43,NA,NA
Kepler-787 b,0.9283105,2016,1.28,NA,NA
Kepler-788 b,8.39846269,2016,2.55,NA,NA
Kepler-789 b,8.63847725,2016,2.12,NA,NA
Kepler-79 b,13.4845,2012,3.47,0.117,160.55664203264115
Kepler-79 c,27.4029,2012,3.72,0.187,62.851664982836944
Kepler-79 d,52.0902,2014,7.16,0.287,26.683095251670235
Kepler-79 e,81.0659,2014,3.49,0.386,14.751133404821772
Kepler-790 b,13.73469807,2016,2.18,NA,NA
Kepler-791 b,14.5539759,2016,3.05,NA,NA
Kepler-792 b,11.30119217,2016,1.96,NA,NA
Kepler-793 b,4.24153639,2016,1.37,NA,NA
Kepler-794 b,11.13125132,2016,2.11,NA,NA
Kepler-795 b,29.6193421,2016,1.68,NA,NA
Kepler-796 b,6.40087618,2016,1.3,NA,NA
Kepler-797 b,27.07237711,2016,2.17,NA,NA
Kepler-798 b,13.71933369,2016,2.39,NA,NA
Kepler-799 b,133.4605235,2016,6.88,NA,NA
Kepler-8 b,3.5224991,2010,15.872,0.0474,1394.579627693027
Kepler-80 b,7.05246,2012,2.67,0.0648,40.44361693295954
Kepler-80 c,9.52355,2012,2.74,0.0792,27.073826211320018
Kepler-80 d,3.07222,2014,1.53,0.0372,122.71965346150886
Kepler-80 e,4.64489,2014,1.6,0.0491,70.44286577796444
Kepler-80 f,0.9867873,2016,1.21,0.0175,554.528539579345
Kepler-80 g,14.64558,2017,1.13,NA,NA
Kepler-800 b,14.13176026,2016,2.85,NA,NA
Kepler-801 b,11.41928253,2016,2,NA,NA
Kepler-802 b,40.0587473,2016,3.54,NA,NA
Kepler-803 b,50.28638192,2016,3.79,NA,NA
Kepler-804 b,14.37457351,2016,1.94,NA,NA
Kepler-804 c,9.65185017,2016,1.14,NA,NA
Kepler-805 b,30.8638931,2016,2.89,NA,NA
Kepler-806 b,8.09219642,2016,1.14,NA,NA
Kepler-807 b,117.93108781,2016,10.42,NA,NA
Kepler-808 b,0.63133235,2016,1.46,NA,NA
Kepler-809 b,55.63934,2016,3.01,NA,NA
Kepler-81 b,5.955,2012,2.42,0.0522,44.633299593604306
Kepler-81 c,12.04,2012,2.37,0.08347,17.455776513287606
Kepler-81 d,20.837846,2014,1.21,0.128,7.423010257851367
Kepler-810 b,4.59725385,2016,1.93,NA,NA
Kepler-811 b,23.58447697,2016,2.7,NA,NA
Kepler-812 b,10.11716531,2016,3.55,NA,NA
Kepler-813 b,19.12947337,2016,2.14,NA,NA
Kepler-814 b,6.1469851,2016,2.12,NA,NA
Kepler-815 b,8.57503552,2016,4.11,NA,NA
Kepler-816 b,10.50682565,2016,10.24,NA,NA
Kepler-817 b,3.99010623,2016,9.03,NA,NA
Kepler-818 b,10.03538581,2016,5.11,NA,NA
Kepler-819 b,33.1995648,2016,2.76,NA,NA
Kepler-82 b,26.44,2012,4.07,0.1683,21.029636603319922
Kepler-82 c,51.54,2012,5.34,0.2626,8.637947427259576
Kepler-82 d,2.382961,2014,1.77,0.034,515.2786708728464
Kepler-82 e,5.902206,2014,2.47,0.063,150.07864538397845
Kepler-82 f,75.732,2019,4.84,0.3395,5.167975460134873
Kepler-820 b,127.8338098,2016,6.09,NA,NA
Kepler-821 b,1.92279873,2016,1.31,NA,NA
Kepler-822 b,3.22296927,2016,1.77,NA,NA
Kepler-823 b,4.16809082,2016,1.57,NA,NA
Kepler-824 b,4.51436633,2016,1.87,NA,NA
Kepler-825 b,3.77360059,2016,1.53,NA,NA
Kepler-825 c,8.1818246,2016,1.84,NA,NA
Kepler-826 b,4.48758907,2016,1.25,NA,NA
Kepler-827 b,51.92927591,2016,5.63,NA,NA
Kepler-828 b,0.56785714,2016,1.51,NA,NA
Kepler-829 b,6.88337562,2016,2.11,NA,NA
Kepler-83 b,9.77,2012,2.83,0.07295,17.699027642429115
Kepler-83 c,20.09,2012,2.36,0.11796,6.769092865439908
Kepler-83 d,5.169796,2014,1.94,0.051,36.2125950220239
Kepler-830 b,11.29695137,2016,1.7,NA,NA
Kepler-831 b,5.62153941,2016,1.27,NA,NA
Kepler-832 b,7.1396941,2016,2.06,NA,NA
Kepler-833 b,18.7546998,2016,2.02,NA,NA
Kepler-834 b,13.32388301,2016,2.02,NA,NA
Kepler-835 b,11.41909375,2016,2.79,NA,NA
Kepler-836 b,11.36112327,2016,2.73,NA,NA
Kepler-837 b,16.56059504,2016,2.56,NA,NA
Kepler-838 b,15.74957994,2016,2.73,NA,NA
Kepler-839 b,37.8144514,2016,2.57,NA,NA
Kepler-84 b,8.726,2012,2.23,NA,NA
Kepler-84 c,12.883,2012,2.36,NA,NA
Kepler-84 d,4.224537,2014,1.38,0.052,602.5503079288914
Kepler-84 e,27.434389,2014,2.6,0.181,49.73279303561315
Kepler-84 f,44.552169,2014,2.2,0.25,26.068736522235557
Kepler-840 b,2.49577962,2016,17.07,NA,NA
Kepler-841 b,124.4198398,2016,5.23,NA,NA
Kepler-842 b,1.21956827,2016,1.6,NA,NA
Kepler-843 b,2.05387982,2016,2.59,NA,NA
Kepler-844 b,2.61302086,2016,1.68,NA,NA
Kepler-845 b,0.92785982,2016,2.04,NA,NA
Kepler-846 b,19.80792185,2016,2.48,NA,NA
Kepler-847 b,2.3432319,2016,1.18,NA,NA
Kepler-848 b,6.91134416,2016,1.7,NA,NA
Kepler-849 b,394.6244904,2016,7.14,NA,NA
Kepler-85 b,8.306,2012,1.97,NA,NA
Kepler-85 c,12.513,2012,2.18,NA,NA
Kepler-85 d,17.91323,2014,1.2,0.13,34.68273162804903
Kepler-85 e,25.216751,2014,1.27,0.163,22.060979506719434
Kepler-850 b,7.19303878,2016,1.78,NA,NA
Kepler-851 b,8.50699658,2016,1.68,NA,NA
Kepler-852 b,44.9309804,2016,2.54,NA,NA
Kepler-853 b,7.16892463,2016,1.69,NA,NA
Kepler-854 b,2.14463285,2016,16.72,NA,NA
Kepler-855 b,7.8866311,2016,8.35,NA,NA
Kepler-856 b,8.02768059,2016,9.3,NA,NA
Kepler-857 b,85.35129427,2016,6.8,NA,NA
Kepler-858 b,76.13602028,2016,4.87,NA,NA
Kepler-859 b,20.38177573,2016,3.09,NA,NA
Kepler-860 b,5.10137945,2016,3.24,NA,NA
Kepler-861 b,3.94963138,2016,2.28,NA,NA
Kepler-862 b,3.14866453,2016,2.21,NA,NA
Kepler-863 b,15.59461874,2016,2.9,NA,NA
Kepler-864 b,5.83376092,2016,2.4,NA,NA
Kepler-865 b,14.16399294,2016,2.49,NA,NA
Kepler-866 b,2.61703254,2016,1.63,NA,NA
Kepler-867 b,150.242127,2016,4.64,NA,NA
Kepler-868 b,5.03251791,2016,2.05,NA,NA
Kepler-869 b,40.4287755,2016,3.61,NA,NA
Kepler-87 b,114.73635,2013,13.49,0.481,7.993000630953698
Kepler-87 c,191.2318,2013,6.14,0.676,4.046752168556069
Kepler-870 b,21.3587621,2016,2.78,NA,NA
Kepler-871 b,22.0459018,2016,3.74,NA,NA
Kepler-872 b,2.57885507,2016,1.99,NA,NA
Kepler-873 b,20.5533844,2016,3.75,NA,NA
Kepler-874 b,40.0686727,2016,3.94,NA,NA
Kepler-875 b,27.5073799,2016,2.9,NA,NA
Kepler-876 b,5.14438011,2016,1.43,NA,NA
Kepler-877 b,18.45847097,2016,2.12,NA,NA
Kepler-878 b,25.9422033,2016,1.93,NA,NA
Kepler-879 b,33.3855938,2016,2.57,NA,NA
Kepler-880 b,7.71468975,2016,2.66,NA,NA
Kepler-881 b,4.44448017,2016,1.78,NA,NA
Kepler-882 b,3.98953967,2016,1.23,NA,NA
Kepler-883 b,12.98495573,2016,1.78,NA,NA
Kepler-884 b,5.69919514,2016,1.23,NA,NA
Kepler-885 b,18.11472949,2016,2.5,NA,NA
Kepler-886 b,6.24146367,2016,1.52,NA,NA
Kepler-887 b,20.42228798,2016,1.84,NA,NA
Kepler-887 c,7.63846023,2016,1.13,NA,NA
Kepler-888 b,70.6979061,2016,1.76,NA,NA
Kepler-889 b,3.744439,2016,1.09,NA,NA
Kepler-890 b,52.75875577,2016,8.89,NA,NA
Kepler-891 b,53.44945593,2016,6.41,NA,NA
Kepler-892 b,13.7521072,2016,2.81,NA,NA
Kepler-893 b,6.33855761,2016,3.03,NA,NA
Kepler-894 b,9.803224,2016,2.78,NA,NA
Kepler-895 b,2.80624233,2016,1.54,NA,NA
Kepler-896 b,144.547396,2016,2.53,NA,NA
Kepler-897 b,8.0472642,2016,2.39,NA,NA
Kepler-898 b,5.8706191,2016,1.49,NA,NA
Kepler-899 b,19.17891293,2016,2.68,NA,NA
Kepler-9 b,19.23891,2010,8.29,0.143,44.80514891300307
Kepler-9 c,38.9853,2010,8.08,0.227,17.780676708688304
Kepler-9 d,1.592851,2010,1.64,0.0273,1229.347623236592
Kepler-900 b,6.9913086,2016,2.08,NA,NA
Kepler-901 b,3.51749439,2016,1.37,NA,NA
Kepler-902 b,40.1099547,2016,2.54,NA,NA
Kepler-903 b,10.3507721,2016,2.01,NA,NA
Kepler-903 c,62.9228557,2016,2.53,NA,NA
Kepler-904 b,3.02166863,2016,1.77,NA,NA
Kepler-905 b,5.08274652,2016,1.41,NA,NA
Kepler-906 b,41.6979976,2016,2.11,NA,NA
Kepler-907 b,15.86621821,2016,1.2,NA,NA
Kepler-908 b,1.34059747,2016,1.22,NA,NA
Kepler-909 b,13.93290318,2016,1.47,NA,NA
Kepler-91 b,6.24658,2013,15.323,0.0731,3127.2690452909324
Kepler-910 b,2.36436901,2016,0.82,NA,NA
Kepler-911 b,20.310501,2016,2.6,NA,NA
Kepler-912 b,2.53475627,2016,2.8,NA,NA
Kepler-913 b,10.29672521,2016,2.06,NA,NA
Kepler-914 b,4.40966548,2016,1.38,NA,NA
Kepler-915 b,4.59489604,2016,1.5,NA,NA
Kepler-916 b,32.2968798,2016,1.76,NA,NA
Kepler-917 b,2.97041437,2016,1.91,NA,NA
Kepler-918 b,4.85386933,2016,1.74,NA,NA
Kepler-919 b,11.04603384,2016,2.25,NA,NA
Kepler-92 b,13.749,2013,3.51,NA,NA
Kepler-92 c,26.723,2013,2.6,NA,NA
Kepler-92 d,49.3568,2015,2.067,NA,NA
Kepler-920 b,6.53192704,2016,2.42,NA,NA
Kepler-920 c,100.8274113,2016,3.8,NA,NA
Kepler-921 b,51.300634,2016,2.87,NA,NA
Kepler-922 b,0.93846683,2016,1.42,NA,NA
Kepler-923 b,6.93366476,2016,1.38,NA,NA
Kepler-924 b,61.0370117,2016,3.07,NA,NA
Kepler-925 b,33.8678531,2016,2.34,NA,NA
Kepler-926 b,52.0688601,2016,2.31,NA,NA
Kepler-927 b,9.1149903,2016,1.72,NA,NA
Kepler-928 b,3.9324613,2016,1.59,NA,NA
Kepler-929 b,0.92103214,2016,1.11,NA,NA
Kepler-93 b,4.72674,2014,1.569,0.053,280.83307853989123
Kepler-93 c,1460,2014,12.302062993421035,NA,NA
Kepler-930 b,71.4517775,2016,2.13,NA,NA
Kepler-931 b,8.03755877,2016,1.33,NA,NA
