name,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_kepflag,pl_k2flag,ra_str,dec_str,ra,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,pl_cbflag,pl_eqt,pl_insol,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_msinie,pl_rade,pl_radeerr1,pl_radeerr2,pl_trandep,pl_trandur,pl_imppar,pl_disc,pl_status,gaia_dist,st_spstr,st_logg,st_metfe,st_age,pl_locale,pl_facility,pl_telescope,pl_instrument,rowupdate,pl_masse,pl_Rforecast2,new_rade,fpl_rade
Kepler-208 e,Kepler-208,e,Transit,4,16.259458,0.132,NA,NA,NA,1,0,19h35m33.65s,+42d31m40.8s,293.890206,42.528008,793.01,13.749,Kepler-band,13.538,6092,100,-100,NA,NA,NA,1.31,0.24,-0.24,0,NA,NA,NA,NA,NA,NA,1.48,0.28,-0.28,NA,0.1683,0.21,2014,3,793.01,NA,4.26,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.48,1.48
Kepler-209 b,Kepler-209,b,Transit,2,16.087845,0.122,NA,NA,NA,1,0,19h24m40.69s,+42d38m26.9s,291.169537,42.640812,586.68,13.998,Kepler-band,13.952,5513,100,-100,NA,NA,NA,0.94,0.14,-0.14,0,NA,NA,NA,NA,NA,NA,2.26,0.34,-0.34,NA,0.1199,0.08,2014,3,586.68,NA,4.47,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.26,2.26
Kepler-209 c,Kepler-209,c,Transit,2,41.749882,0.231,NA,NA,NA,1,0,19h24m40.69s,+42d38m26.9s,291.169537,42.640812,586.68,13.998,Kepler-band,13.952,5513,100,-100,NA,NA,NA,0.94,0.14,-0.14,0,NA,NA,NA,NA,NA,NA,3.1,0.51,-0.51,NA,0.2346,0.58,2014,3,586.68,NA,4.47,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,3.1,3.1
Kepler-21 b,Kepler-21,b,Transit,1,2.78578,0.042717,0,-0,0.02,1,0,19h09m26.84s,+38d42m50.5s,287.361816,38.714016,108.86,8.25,V (Johnson),8.128,6305,50,-50,1.41,0.02,-0.03,1.9,0.02,-0.01,0,2025,NA,5.08,1.72,-1.72,NA,1.639,0.019,-0.015,0.006217,0.1496,0.584,2012,3,108.86,F6 IV,4.03,-0.03,3.03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2016-10-06,5.08,NA,1.639,1.639
Kepler-210 b,Kepler-210,b,Transit,2,2.453234,0.032,NA,NA,NA,1,0,19h30m00.81s,+43d04m59.3s,292.503389,43.083149,234.33,13.822,Kepler-band,13.804,4559,100,-100,NA,NA,NA,0.65,0.03,-0.03,0,NA,NA,NA,NA,NA,NA,2.94,0.21,-0.21,NA,0.0728,0.73,2014,3,234.33,M0 V,4.66,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.94,2.94
Kepler-210 c,Kepler-210,c,Transit,2,7.972513,0.07,NA,NA,NA,1,0,19h30m00.81s,+43d04m59.3s,292.503389,43.083149,234.33,13.822,Kepler-band,13.804,4559,100,-100,NA,NA,NA,0.65,0.03,-0.03,0,NA,NA,NA,NA,NA,NA,3.62,0.19,-0.19,NA,0.1209,0.4,2014,3,234.33,M0 V,4.66,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,3.62,3.62
Kepler-211 b,Kepler-211,b,Transit,2,4.138575,0.048,NA,NA,NA,1,0,19h01m45.40s,+43d10m06.5s,285.439151,43.168484,312.14,13.283,Kepler-band,13.273,5123,100,-100,NA,NA,NA,0.82,0.05,-0.05,0,NA,NA,NA,NA,NA,NA,1.26,0.09,-0.09,NA,0.0928,0.02,2014,3,312.14,NA,4.55,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.26,1.26
Kepler-211 c,Kepler-211,c,Transit,2,6.04045,0.062,NA,NA,NA,1,0,19h01m45.40s,+43d10m06.5s,285.439151,43.168484,312.14,13.283,Kepler-band,13.273,5123,100,-100,NA,NA,NA,0.82,0.05,-0.05,0,NA,NA,NA,NA,NA,NA,1.29,0.09,-0.09,NA,0.0855,0.04,2014,3,312.14,NA,4.55,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.29,1.29
Kepler-212 b,Kepler-212,b,Transit,2,16.257582,0.133,NA,NA,NA,1,0,19h10m29.00s,+43d08m30.0s,287.620834,43.141678,701.04,13.178,Kepler-band,12.987,5852,100,-100,NA,NA,NA,1.46,0.27,-0.27,0,NA,NA,NA,NA,NA,NA,1.09,0.21,-0.21,NA,0.2748,0.19,2014,3,701.04,NA,4.18,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.09,1.09
Kepler-212 c,Kepler-212,c,Transit,2,31.805174,0.207,NA,NA,NA,1,0,19h10m29.00s,+43d08m30.0s,287.620834,43.141678,701.04,13.178,Kepler-band,12.987,5852,100,-100,NA,NA,NA,1.46,0.27,-0.27,0,NA,NA,NA,NA,NA,NA,2.74,0.51,-0.51,NA,0.3465,0.15,2014,3,701.04,NA,4.18,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.74,2.74
Kepler-213 b,Kepler-213,b,Transit,2,2.46236,0.036,NA,NA,NA,1,0,19h23m17.80s,+44d38m49.9s,290.824182,44.647186,646.74,13.648,Kepler-band,13.602,5696,100,-100,NA,NA,NA,1.2,0.22,-0.22,0,NA,NA,NA,NA,NA,NA,1.62,0.31,-0.31,NA,0.0737,0.22,2014,3,646.74,NA,4.31,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.62,1.62
Kepler-213 c,Kepler-213,c,Transit,2,4.822962,0.057,NA,NA,NA,1,0,19h23m17.80s,+44d38m49.9s,290.824182,44.647186,646.74,13.648,Kepler-band,13.602,5696,100,-100,NA,NA,NA,1.2,0.22,-0.22,0,NA,NA,NA,NA,NA,NA,2.34,0.45,-0.45,NA,0.0345,0.75,2014,3,646.74,NA,4.31,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.34,2.34
Kepler-214 b,Kepler-214,b,Transit,2,15.660544,0.13,NA,NA,NA,1,0,18h59m01.16s,+44d57m21.7s,284.754851,44.956032,1252.07,13.949,Kepler-band,13.906,6169,100,-100,NA,NA,NA,1.35,0.25,-0.25,0,NA,NA,NA,NA,NA,NA,2.61,0.49,-0.49,NA,0.2919,0.03,2014,3,1252.07,NA,4.25,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.61,2.61
Kepler-214 c,Kepler-214,c,Transit,2,28.7798,0.194,NA,NA,NA,1,0,18h59m01.16s,+44d57m21.7s,284.754851,44.956032,1252.07,13.949,Kepler-band,13.906,6169,100,-100,NA,NA,NA,1.35,0.25,-0.25,0,NA,NA,NA,NA,NA,NA,2.13,0.4,-0.4,NA,0.3251,0.28,2014,3,1252.07,NA,4.25,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.13,2.13
Kepler-215 b,Kepler-215,b,Transit,4,9.360672,0.084,NA,NA,NA,1,0,19h39m53.64s,+45d12m49.3s,294.973509,45.213688,492.9,13.58,Kepler-band,13.555,5739,164,-164,NA,NA,NA,1.03,0.24,-0.24,0,NA,NA,NA,NA,NA,NA,1.62,0.4,-0.4,NA,0.1265,0.58,2014,3,492.9,NA,4.36,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.62,1.62
Kepler-215 c,Kepler-215,c,Transit,4,14.667108,0.113,NA,NA,NA,1,0,19h39m53.64s,+45d12m49.3s,294.973509,45.213688,492.9,13.58,Kepler-band,13.555,5739,164,-164,NA,NA,NA,1.03,0.24,-0.24,0,NA,NA,NA,NA,NA,NA,1.77,0.42,-0.42,NA,0.1606,0.85,2014,3,492.9,NA,4.36,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.77,1.77
Kepler-215 d,Kepler-215,d,Transit,4,30.864423,0.185,NA,NA,NA,1,0,19h39m53.64s,+45d12m49.3s,294.973509,45.213688,492.9,13.58,Kepler-band,13.555,5739,164,-164,NA,NA,NA,1.03,0.24,-0.24,0,NA,NA,NA,NA,NA,NA,2.39,0.55,-0.55,NA,0.1133,0.15,2014,3,492.9,NA,4.36,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.39,2.39
Kepler-215 e,Kepler-215,e,Transit,4,68.16101,0.314,NA,NA,NA,1,0,19h39m53.64s,+45d12m49.3s,294.973509,45.213688,492.9,13.58,Kepler-band,13.555,5739,164,-164,NA,NA,NA,1.03,0.24,-0.24,0,NA,NA,NA,NA,NA,NA,1.75,0.41,-0.41,NA,0.2356,0.28,2014,3,492.9,NA,4.36,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.75,1.75
Kepler-216 b,Kepler-216,b,Transit,2,7.693641,0.079,NA,NA,NA,1,0,19h34m54.74s,+46d07m45.0s,293.728072,46.129154,1229.44,13.998,Kepler-band,13.961,6091,120,-120,NA,NA,NA,1.26,0.24,-0.24,0,NA,NA,NA,NA,NA,NA,2.35,0.46,-0.46,NA,0.2104,0.72,2014,3,1229.44,NA,4.28,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.35,2.35
Kepler-216 c,Kepler-216,c,Transit,2,17.406669,0.136,NA,NA,NA,1,0,19h34m54.74s,+46d07m45.0s,293.728072,46.129154,1229.44,13.998,Kepler-band,13.961,6091,120,-120,NA,NA,NA,1.26,0.24,-0.24,0,NA,NA,NA,NA,NA,NA,3.04,0.59,-0.59,NA,0.2862,0.09,2014,3,1229.44,NA,4.28,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,3.04,3.04
Kepler-217 b,Kepler-217,b,Transit,3,5.374943,0.065,NA,NA,NA,1,0,19h32m09.06s,+46d16m39.0s,293.037744,46.277508,1140.95,13.294,Kepler-band,13.121,6171,109,-109,NA,NA,NA,1.8,0.26,-0.26,0,NA,NA,NA,NA,NA,NA,2.23,0.32,-0.32,NA,0.1671,0.02,2014,3,1140.95,NA,4.03,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.23,2.23
Kepler-217 c,Kepler-217,c,Transit,3,8.586004,0.089,NA,NA,NA,1,0,19h32m09.06s,+46d16m39.0s,293.037744,46.277508,1140.95,13.294,Kepler-band,13.121,6171,109,-109,NA,NA,NA,1.8,0.26,-0.26,0,NA,NA,NA,NA,NA,NA,1.85,0.27,-0.27,NA,0.1398,0.37,2014,3,1140.95,NA,4.03,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.85,1.85
Kepler-217 d,Kepler-217,d,Transit,3,3.88689525,NA,NA,NA,NA,1,0,19h32m09.06s,+46d16m39.0s,293.037744,46.277508,1140.95,13.294,Kepler-band,13.121,6171,109,-109,NA,NA,NA,1.8,0.26,-0.26,0,NA,NA,NA,NA,NA,NA,1.32,0.36,-0.27,NA,0.15242,NA,2016,3,1140.95,NA,4.03,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2016-05-10,NA,NA,1.32,1.32
Kepler-218 b,Kepler-218,b,Transit,3,3.619337,0.046,NA,NA,NA,1,0,19h41m39.07s,+46d15m59.3s,295.412811,46.266472,669.02,13.967,Kepler-band,13.907,5502,74,-74,NA,NA,NA,1.06,0.08,-0.08,0,NA,NA,NA,NA,NA,NA,1.48,0.12,-0.12,NA,0.1256,0.09,2014,3,669.02,NA,4.39,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.48,1.48
Kepler-218 c,Kepler-218,c,Transit,3,44.699576,0.248,NA,NA,NA,1,0,19h41m39.07s,+46d15m59.3s,295.412811,46.266472,669.02,13.967,Kepler-band,13.907,5502,74,-74,NA,NA,NA,1.06,0.08,-0.08,0,NA,NA,NA,NA,NA,NA,3.14,0.26,-0.26,NA,0.2613,0.52,2014,3,669.02,NA,4.39,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,3.14,3.14
Kepler-218 d,Kepler-218,d,Transit,3,124.5244647,NA,NA,NA,NA,1,0,19h41m39.07s,+46d15m59.3s,295.412811,46.266472,669.02,13.967,Kepler-band,13.907,5502,74,-74,NA,NA,NA,1.06,0.08,-0.08,0,NA,NA,NA,NA,NA,NA,2.66,0.28,-0.18,NA,0.39992,NA,2016,3,669.02,NA,4.39,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2016-05-10,NA,NA,2.66,2.66
Kepler-219 b,Kepler-219,b,Transit,3,4.585512,0.057,NA,NA,NA,1,0,19h14m57.36s,+46d45m45.2s,288.73898,46.762558,805.3,13.764,Kepler-band,13.718,5786,100,-100,NA,NA,NA,1.49,0.25,-0.25,0,NA,NA,NA,NA,NA,NA,2.95,0.49,-0.49,NA,0.1363,0.03,2014,3,805.3,NA,4.16,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.95,2.95
Kepler-219 c,Kepler-219,c,Transit,3,22.714613,0.165,NA,NA,NA,1,0,19h14m57.36s,+46d45m45.2s,288.73898,46.762558,805.3,13.764,Kepler-band,13.718,5786,100,-100,NA,NA,NA,1.49,0.25,-0.25,0,NA,NA,NA,NA,NA,NA,3.58,0.6,-0.6,NA,0.242,0.01,2014,3,805.3,NA,4.16,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,3.58,3.58
Kepler-219 d,Kepler-219,d,Transit,3,47.903645,0.272,NA,NA,NA,1,0,19h14m57.36s,+46d45m45.2s,288.73898,46.762558,805.3,13.764,Kepler-band,13.718,5786,100,-100,NA,NA,NA,1.49,0.25,-0.25,0,NA,NA,NA,NA,NA,NA,2.81,0.48,-0.48,NA,0.2383,0.06,2014,3,805.3,NA,4.16,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.81,2.81
Kepler-22 b,Kepler-22,b,Transit,1,289.8623,0.849,0.018,-0.017,0,1,0,19h16m52.20s,+47d53m04.1s,289.217484,47.884464,190,11.664,Kepler-band,11.644,5518,44,-44,0.97,0.06,-0.06,0.98,0.02,-0.02,0,262,NA,36,NA,NA,NA,2.38,0.13,-0.13,NA,0.309,0.768,2011,3,195.74,G5 V,4.44,-0.29,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,36,NA,2.38,2.38
Kepler-220 b,Kepler-220,b,Transit,4,4.159807,0.046,NA,NA,NA,1,0,19h26m01.50s,+46d53m44.8s,291.506237,46.895779,171.96,13.177,Kepler-band,12.857,4632,100,-100,NA,NA,NA,0.67,0.03,-0.03,0,NA,NA,NA,NA,NA,NA,0.81,0.05,-0.05,NA,0.0677,0.09,2014,3,171.96,NA,4.65,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,0.81,0.81
Kepler-220 c,Kepler-220,c,Transit,4,9.034199,0.076,NA,NA,NA,1,0,19h26m01.50s,+46d53m44.8s,291.506237,46.895779,171.96,13.177,Kepler-band,12.857,4632,100,-100,NA,NA,NA,0.67,0.03,-0.03,0,NA,NA,NA,NA,NA,NA,1.57,0.09,-0.09,NA,0.0619,0.06,2014,3,171.96,NA,4.65,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.57,1.57
Kepler-220 d,Kepler-220,d,Transit,4,28.122397,0.163,NA,NA,NA,1,0,19h26m01.50s,+46d53m44.8s,291.506237,46.895779,171.96,13.177,Kepler-band,12.857,4632,100,-100,NA,NA,NA,0.67,0.03,-0.03,0,NA,NA,NA,NA,NA,NA,0.98,0.06,-0.06,NA,0.171,0.14,2014,3,171.96,NA,4.65,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,0.98,0.98
Kepler-220 e,Kepler-220,e,Transit,4,45.902733,0.226,NA,NA,NA,1,0,19h26m01.50s,+46d53m44.8s,291.506237,46.895779,171.96,13.177,Kepler-band,12.857,4632,100,-100,NA,NA,NA,0.67,0.03,-0.03,0,NA,NA,NA,NA,NA,NA,1.33,0.12,-0.12,NA,0.212,0.53,2014,3,171.96,NA,4.65,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.33,1.33
Kepler-221 b,Kepler-221,b,Transit,4,2.795906,0.037,NA,NA,NA,1,0,19h46m37.14s,+46d50m07.0s,296.654765,46.83527,389.55,13.749,Kepler-band,13.749,5243,100,-100,NA,NA,NA,0.82,0.07,-0.07,0,NA,NA,NA,NA,NA,NA,1.71,0.17,-0.17,NA,0.086,0.61,2014,3,389.55,NA,4.54,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.71,1.71
Kepler-221 c,Kepler-221,c,Transit,4,5.690586,0.059,NA,NA,NA,1,0,19h46m37.14s,+46d50m07.0s,296.654765,46.83527,389.55,13.749,Kepler-band,13.749,5243,100,-100,NA,NA,NA,0.82,0.07,-0.07,0,NA,NA,NA,NA,NA,NA,2.93,0.27,-0.27,NA,0.1051,0.04,2014,3,389.55,NA,4.54,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.93,2.93
Kepler-221 d,Kepler-221,d,Transit,4,10.04156,0.087,NA,NA,NA,1,0,19h46m37.14s,+46d50m07.0s,296.654765,46.83527,389.55,13.749,Kepler-band,13.749,5243,100,-100,NA,NA,NA,0.82,0.07,-0.07,0,NA,NA,NA,NA,NA,NA,2.73,0.25,-0.25,NA,0.1054,0.36,2014,3,389.55,NA,4.54,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.73,2.73
Kepler-221 e,Kepler-221,e,Transit,4,18.369917,0.13,NA,NA,NA,1,0,19h46m37.14s,+46d50m07.0s,296.654765,46.83527,389.55,13.749,Kepler-band,13.749,5243,100,-100,NA,NA,NA,0.82,0.07,-0.07,0,NA,NA,NA,NA,NA,NA,2.63,0.25,-0.25,NA,0.0935,0.26,2014,3,389.55,NA,4.54,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.63,2.63
Kepler-222 b,Kepler-222,b,Transit,3,3.936981,0.048,NA,NA,NA,1,0,19h11m37.46s,+46d56m16.0s,287.9061,46.937767,775.61,15.063,Kepler-band,15.06,5433,200,-200,NA,NA,NA,0.87,0.38,-0.38,0,NA,NA,NA,NA,NA,NA,3.16,1.4,-1.4,NA,0.0762,0.57,2014,3,775.61,NA,4.55,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,3.16,3.16
Kepler-222 c,Kepler-222,c,Transit,3,10.08881,0.091,NA,NA,NA,1,0,19h11m37.46s,+46d56m16.0s,287.9061,46.937767,775.61,15.063,Kepler-band,15.06,5433,200,-200,NA,NA,NA,0.87,0.38,-0.38,0,NA,NA,NA,NA,NA,NA,4.64,2.07,-2.07,NA,0.0714,0.9,2014,3,775.61,NA,4.55,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,4.64,4.64
Kepler-222 d,Kepler-222,d,Transit,3,28.081912,0.18,NA,NA,NA,1,0,19h11m37.46s,+46d56m16.0s,287.9061,46.937767,775.61,15.063,Kepler-band,15.06,5433,200,-200,NA,NA,NA,0.87,0.38,-0.38,0,NA,NA,NA,NA,NA,NA,3.69,1.63,-1.63,NA,0.1892,0.44,2014,3,775.61,NA,4.55,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,3.69,3.69
Kepler-223 b,Kepler-223,b,Transit,4,7.3844900000000004,NA,NA,NA,0.078,1,0,19h53m16.41s,+47d16m46.2s,298.318356,47.279495,1960.49,15.344,Kepler-band,15.395,NA,NA,NA,1.12,0.09,-0.07,1.72,0.07,-0.14,0,NA,NA,7.4,1.3,-1.1,NA,2.99,0.18,-0.27,NA,NA,NA,2014,3,1960.49,NA,NA,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2016-08-04,7.4,NA,2.99,2.99
Kepler-223 c,Kepler-223,c,Transit,4,9.84564,NA,NA,NA,0.15,1,0,19h53m16.41s,+47d16m46.2s,298.318356,47.279495,1960.49,15.344,Kepler-band,15.395,NA,NA,NA,1.12,0.09,-0.07,1.72,0.07,-0.14,0,NA,NA,5.1,1.7,-1.1,NA,3.44,0.2,-0.3,NA,NA,NA,2014,3,1960.49,NA,NA,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2016-08-04,5.1,NA,3.44,3.44
Kepler-223 d,Kepler-223,d,Transit,4,14.78869,NA,NA,NA,0.037,1,0,19h53m16.41s,+47d16m46.2s,298.318356,47.279495,1960.49,15.344,Kepler-band,15.395,NA,NA,NA,1.12,0.09,-0.07,1.72,0.07,-0.14,0,NA,NA,8,1.5,-1.3,NA,5.24,0.26,-0.45,NA,NA,NA,2014,3,1960.49,NA,NA,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2016-08-04,8,NA,5.24,5.24
Kepler-223 e,Kepler-223,e,Transit,4,19.72567,NA,NA,NA,0.051,1,0,19h53m16.41s,+47d16m46.2s,298.318356,47.279495,1960.49,15.344,Kepler-band,15.395,NA,NA,NA,1.12,0.09,-0.07,1.72,0.07,-0.14,0,NA,NA,4.8,1.4,-1.2,NA,4.6,0.27,-0.41,NA,NA,NA,2014,3,1960.49,NA,NA,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2016-08-04,4.8,NA,4.6,4.6
Kepler-224 b,Kepler-224,b,Transit,4,3.132924,0.038,NA,NA,NA,1,0,19h23m44.23s,+47d21m27.4s,290.934287,47.357601,799.75,15.644,Kepler-band,15.636,5018,100,-100,NA,NA,NA,0.68,0.04,-0.04,0,NA,NA,NA,NA,NA,NA,1.39,0.09,-0.09,NA,0.0847,0.32,2014,3,799.75,NA,4.64,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.39,1.39
Kepler-224 c,Kepler-224,c,Transit,4,5.925003,0.058,NA,NA,NA,1,0,19h23m44.23s,+47d21m27.4s,290.934287,47.357601,799.75,15.644,Kepler-band,15.636,5018,100,-100,NA,NA,NA,0.68,0.04,-0.04,0,NA,NA,NA,NA,NA,NA,3.12,0.26,-0.26,NA,0.1185,0.85,2014,3,799.75,NA,4.64,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,3.12,3.12
Kepler-224 d,Kepler-224,d,Transit,4,11.349393,0.089,NA,NA,NA,1,0,19h23m44.23s,+47d21m27.4s,290.934287,47.357601,799.75,15.644,Kepler-band,15.636,5018,100,-100,NA,NA,NA,0.68,0.04,-0.04,0,NA,NA,NA,NA,NA,NA,2.3,0.14,-0.14,NA,0.1297,0.01,2014,3,799.75,NA,4.64,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.3,2.3
Kepler-224 e,Kepler-224,e,Transit,4,18.643577,0.124,NA,NA,NA,1,0,19h23m44.23s,+47d21m27.4s,290.934287,47.357601,799.75,15.644,Kepler-band,15.636,5018,100,-100,NA,NA,NA,0.68,0.04,-0.04,0,NA,NA,NA,NA,NA,NA,1.97,0.15,-0.15,NA,0.0769,0.62,2014,3,799.75,NA,4.64,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.97,1.97
Kepler-225 b,Kepler-225,b,Transit,2,6.738975,0.056,NA,NA,NA,1,0,19h28m46.56s,+47d27m25.5s,292.193984,47.457096,569.99,15.962,Kepler-band,15.95,3682,150,-150,NA,NA,NA,0.48,0.02,-0.02,0,NA,NA,NA,NA,NA,NA,1.2,0.07,-0.07,NA,0.1257,0.45,2014,3,569.99,M1 V,4.78,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.2,1.2
Kepler-225 c,Kepler-225,c,Transit,2,18.794234,0.111,NA,NA,NA,1,0,19h28m46.56s,+47d27m25.5s,292.193984,47.457096,569.99,15.962,Kepler-band,15.95,3682,150,-150,NA,NA,NA,0.48,0.02,-0.02,0,NA,NA,NA,NA,NA,NA,1.84,0.1,-0.1,NA,0.1366,0.32,2014,3,569.99,M1 V,4.78,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.84,1.84
Kepler-226 b,Kepler-226,b,Transit,3,3.940997,0.047,NA,NA,NA,1,0,19h29m30.27s,+47d52m51.6s,292.376129,47.880989,1008.14,15.416,Kepler-band,15.403,5571,200,-200,NA,NA,NA,0.8,0.32,-0.32,0,NA,NA,NA,NA,NA,NA,1.55,0.62,-0.62,NA,0.1082,0.15,2014,3,1008.14,NA,4.59,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.55,1.55
Kepler-226 c,Kepler-226,c,Transit,3,5.349555,0.058,NA,NA,NA,1,0,19h29m30.27s,+47d52m51.6s,292.376129,47.880989,1008.14,15.416,Kepler-band,15.403,5571,200,-200,NA,NA,NA,0.8,0.32,-0.32,0,NA,NA,NA,NA,NA,NA,2.27,0.9,-0.9,NA,0.1271,0.25,2014,3,1008.14,NA,4.59,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.27,2.27
Kepler-226 d,Kepler-226,d,Transit,3,8.109044,0.076,NA,NA,NA,1,0,19h29m30.27s,+47d52m51.6s,292.376129,47.880989,1008.14,15.416,Kepler-band,15.403,5571,200,-200,NA,NA,NA,0.8,0.32,-0.32,0,NA,NA,NA,NA,NA,NA,1.22,0.49,-0.49,NA,0.1541,0.06,2014,3,1008.14,NA,4.59,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.22,1.22
Kepler-227 b,Kepler-227,b,Transit,2,9.488015,0.09,NA,NA,NA,1,0,19h27m44.22s,+48d08m29.9s,291.934236,48.141651,1117.5,15.347,Kepler-band,15.323,5854,200,-200,NA,NA,NA,1.09,0.55,-0.55,0,NA,NA,NA,NA,NA,NA,3.11,1.57,-1.57,NA,0.1297,0.82,2014,3,1117.5,NA,4.4,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,3.11,3.11
