name,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_kepflag,pl_k2flag,ra_str,dec_str,ra,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,pl_cbflag,pl_eqt,pl_insol,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_msinie,pl_rade,pl_radeerr1,pl_radeerr2,pl_trandep,pl_trandur,pl_imppar,pl_disc,pl_status,gaia_dist,st_spstr,st_logg,st_metfe,st_age,pl_locale,pl_facility,pl_telescope,pl_instrument,rowupdate,pl_masse,pl_Rforecast2,new_rade,fpl_rade
Kepler-227 c,Kepler-227,c,Transit,2,54.418694,0.29,NA,NA,NA,1,0,19h27m44.22s,+48d08m29.9s,291.934236,48.141651,1117.5,15.347,Kepler-band,15.323,5854,200,-200,NA,NA,NA,1.09,0.55,-0.55,0,NA,NA,NA,NA,NA,NA,3.04,1.53,-1.53,NA,0.188,0.07,2014,3,1117.5,NA,4.4,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,3.04,3.04
Kepler-228 b,Kepler-228,b,Transit,3,2.566546,0.038,NA,NA,NA,1,0,19h45m08.67s,+48d13m28.8s,296.286142,48.224667,1724.6,15.714,Kepler-band,15.704,6043,200,-200,NA,NA,NA,1.01,0.47,-0.47,0,NA,NA,NA,NA,NA,NA,1.53,0.71,-0.71,NA,0.097,0.45,2014,3,1724.6,NA,4.47,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.53,1.53
Kepler-228 c,Kepler-228,c,Transit,3,4.134444,0.052,NA,NA,NA,1,0,19h45m08.67s,+48d13m28.8s,296.286142,48.224667,1724.6,15.714,Kepler-band,15.704,6043,200,-200,NA,NA,NA,1.01,0.47,-0.47,0,NA,NA,NA,NA,NA,NA,2.7,1.24,-1.24,NA,0.1301,0.15,2014,3,1724.6,NA,4.47,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.7,2.7
Kepler-228 d,Kepler-228,d,Transit,3,11.094286,0.101,NA,NA,NA,1,0,19h45m08.67s,+48d13m28.8s,296.286142,48.224667,1724.6,15.714,Kepler-band,15.704,6043,200,-200,NA,NA,NA,1.01,0.47,-0.47,0,NA,NA,NA,NA,NA,NA,4.04,1.85,-1.85,NA,0.1913,0.46,2014,3,1724.6,NA,4.47,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,4.04,4.04
Kepler-229 b,Kepler-229,b,Transit,3,6.252972,0.062,NA,NA,NA,1,0,19h07m59.87s,+48d22m32.9s,286.999471,48.375797,845.88,15.841,Kepler-band,15.826,5120,200,-200,NA,NA,NA,0.73,0.26,-0.26,0,NA,NA,NA,NA,NA,NA,2.2,0.78,-0.78,NA,0.11,0.11,2014,3,845.88,NA,4.63,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.2,2.2
Kepler-229 c,Kepler-229,c,Transit,3,16.068638,0.117,NA,NA,NA,1,0,19h07m59.87s,+48d22m32.9s,286.999471,48.375797,845.88,15.841,Kepler-band,15.826,5120,200,-200,NA,NA,NA,0.73,0.26,-0.26,0,NA,NA,NA,NA,NA,NA,4.92,1.74,-1.74,NA,0.1478,0,2014,3,845.88,NA,4.63,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,4.92,4.92
Kepler-229 d,Kepler-229,d,Transit,3,41.194912,0.22,NA,NA,NA,1,0,19h07m59.87s,+48d22m32.9s,286.999471,48.375797,845.88,15.841,Kepler-band,15.826,5120,200,-200,NA,NA,NA,0.73,0.26,-0.26,0,NA,NA,NA,NA,NA,NA,3.85,1.38,-1.38,NA,0.2092,0.8,2014,3,845.88,NA,4.63,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,3.85,3.85
Kepler-23 b,Kepler-23,b,Transit,3,7.1073,0.075,NA,NA,NA,1,0,19h36m52.54s,+49d28m45.2s,294.218924,49.479225,856.34,13.438,Kepler-band,13.401,5828,100,-100,NA,NA,NA,1.55,0.05,-0.05,0,NA,NA,254.3,NA,NA,NA,1.9,NA,NA,NA,0.1988,NA,2011,3,856.34,NA,4.09,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,254.3,NA,1.9,1.9
Kepler-23 c,Kepler-23,c,Transit,3,10.7421,0.099,NA,NA,NA,1,0,19h36m52.54s,+49d28m45.2s,294.218924,49.479225,856.34,13.438,Kepler-band,13.401,5828,100,-100,NA,NA,NA,1.55,0.05,-0.05,0,NA,NA,858.1,NA,NA,NA,3.2,NA,NA,NA,0.2554,NA,2011,3,856.34,NA,4.09,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,858.1,NA,3.2,3.2
Kepler-23 d,Kepler-23,d,Transit,3,15.274299,0.124,NA,NA,NA,1,0,19h36m52.54s,+49d28m45.2s,294.218924,49.479225,856.34,13.438,Kepler-band,13.401,5828,100,-100,NA,NA,NA,1.55,0.05,-0.05,0,NA,NA,NA,NA,NA,NA,2.2,0.09,-0.09,NA,0.2539,0.25,2014,3,856.34,NA,4.09,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.2,2.2
Kepler-230 b,Kepler-230,b,Transit,2,32.625555,0.191,NA,NA,NA,1,0,19h02m52.45s,+48d30m21.1s,285.718538,48.505859,756.73,15.082,Kepler-band,15.073,5588,200,-200,NA,NA,NA,0.82,0.41,-0.41,0,NA,NA,NA,NA,NA,NA,4.26,2.17,-2.17,NA,0.241,0.91,2014,3,756.73,NA,4.55,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,4.26,4.26
Kepler-230 c,Kepler-230,c,Transit,2,91.773242,0.38,NA,NA,NA,1,0,19h02m52.45s,+48d30m21.1s,285.718538,48.505859,756.73,15.082,Kepler-band,15.073,5588,200,-200,NA,NA,NA,0.82,0.41,-0.41,0,NA,NA,NA,NA,NA,NA,2.04,1.04,-1.04,NA,0.2514,0.03,2014,3,756.73,NA,4.55,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.04,2.04
Kepler-231 b,Kepler-231,b,Transit,2,10.065275,0.074,NA,NA,NA,1,0,19h35m53.60s,+50d31m54.9s,293.973353,50.531914,319.49,15.385,Kepler-band,15.39,3767,150,-150,NA,NA,NA,0.49,0.02,-0.02,0,NA,NA,NA,NA,NA,NA,1.73,0.12,-0.12,NA,0.06,0.82,2014,3,319.49,M1 V,4.78,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.73,1.73
Kepler-231 c,Kepler-231,c,Transit,2,19.271566,0.114,NA,NA,NA,1,0,19h35m53.60s,+50d31m54.9s,293.973353,50.531914,319.49,15.385,Kepler-band,15.39,3767,150,-150,NA,NA,NA,0.49,0.02,-0.02,0,NA,NA,NA,NA,NA,NA,1.93,0.19,-0.19,NA,0.1337,0.87,2014,3,319.49,M1 V,4.78,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.93,1.93
Kepler-232 b,Kepler-232,b,Transit,2,4.431222,0.054,NA,NA,NA,1,0,19h43m15.88s,+51d07m18.3s,295.816158,51.121742,1402.96,15.367,Kepler-band,15.32,5847,200,-200,NA,NA,NA,0.97,0.46,-0.46,0,NA,NA,NA,NA,NA,NA,3.08,1.47,-1.47,NA,0.1322,0.35,2014,3,1402.96,NA,4.5,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,3.08,3.08
Kepler-232 c,Kepler-232,c,Transit,2,11.379349,0.101,NA,NA,NA,1,0,19h43m15.88s,+51d07m18.3s,295.816158,51.121742,1402.96,15.367,Kepler-band,15.32,5847,200,-200,NA,NA,NA,0.97,0.46,-0.46,0,NA,NA,NA,NA,NA,NA,3.83,1.86,-1.86,NA,0.1088,0.92,2014,3,1402.96,NA,4.5,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,3.83,3.83
Kepler-233 b,Kepler-233,b,Transit,2,8.472382,0.077,NA,NA,NA,1,0,19h45m27.97s,+51d19m10.3s,296.366522,51.319523,877.73,15.339,Kepler-band,15.326,5360,200,-200,NA,NA,NA,0.76,0.21,-0.21,0,NA,NA,NA,NA,NA,NA,2.43,0.66,-0.66,NA,0.1124,0.08,2014,3,877.73,NA,4.61,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.43,2.43
Kepler-233 c,Kepler-233,c,Transit,2,60.418955,0.287,NA,NA,NA,1,0,19h45m27.97s,+51d19m10.3s,296.366522,51.319523,877.73,15.339,Kepler-band,15.326,5360,200,-200,NA,NA,NA,0.76,0.21,-0.21,0,NA,NA,NA,NA,NA,NA,2.71,0.78,-0.78,NA,0.2341,0.86,2014,3,877.73,NA,4.61,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.71,2.71
Kepler-234 b,Kepler-234,b,Transit,2,2.711506,0.04,NA,NA,NA,1,0,19h26m36.84s,+38d29m40.8s,291.653519,38.494659,1821.01,15.541,Kepler-band,15.501,6224,200,-200,NA,NA,NA,1.11,0.49,-0.49,0,NA,NA,NA,NA,NA,NA,3.7,1.66,-1.66,NA,0.1323,0.85,2014,3,1821.01,NA,4.42,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,3.7,3.7
Kepler-234 c,Kepler-234,c,Transit,2,7.21205,0.077,NA,NA,NA,1,0,19h26m36.84s,+38d29m40.8s,291.653519,38.494659,1821.01,15.541,Kepler-band,15.501,6224,200,-200,NA,NA,NA,1.11,0.49,-0.49,0,NA,NA,NA,NA,NA,NA,3.51,1.56,-1.56,NA,0.1683,0.16,2014,3,1821.01,NA,4.42,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,3.51,3.51
Kepler-235 b,Kepler-235,b,Transit,4,3.340222,0.037,NA,NA,NA,1,0,19h04m18.98s,+39d16m41.9s,286.079103,39.278313,433.24,15.954,Kepler-band,15.969,4255,100,-100,NA,NA,NA,0.55,0.02,-0.02,0,NA,NA,NA,NA,NA,NA,2.23,0.1,-0.1,NA,0.0802,0.37,2014,3,433.24,M0 V,4.73,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.23,2.23
Kepler-235 c,Kepler-235,c,Transit,4,7.824904,0.065,NA,NA,NA,1,0,19h04m18.98s,+39d16m41.9s,286.079103,39.278313,433.24,15.954,Kepler-band,15.969,4255,100,-100,NA,NA,NA,0.55,0.02,-0.02,0,NA,NA,NA,NA,NA,NA,1.28,0.08,-0.08,NA,0.0924,0.24,2014,3,433.24,M0 V,4.73,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.28,1.28
Kepler-235 d,Kepler-235,d,Transit,4,20.060548,0.122,NA,NA,NA,1,0,19h04m18.98s,+39d16m41.9s,286.079103,39.278313,433.24,15.954,Kepler-band,15.969,4255,100,-100,NA,NA,NA,0.55,0.02,-0.02,0,NA,NA,NA,NA,NA,NA,2.05,0.1,-0.1,NA,0.138,0.11,2014,3,433.24,M0 V,4.73,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.05,2.05
Kepler-235 e,Kepler-235,e,Transit,4,46.183669,0.213,NA,NA,NA,1,0,19h04m18.98s,+39d16m41.9s,286.079103,39.278313,433.24,15.954,Kepler-band,15.969,4255,100,-100,NA,NA,NA,0.55,0.02,-0.02,0,NA,NA,NA,NA,NA,NA,2.22,0.29,-0.29,NA,0.2014,0.68,2014,3,433.24,M0 V,4.73,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.22,2.22
Kepler-236 b,Kepler-236,b,Transit,2,8.295611,0.065,NA,NA,NA,1,0,18h55m27.93s,+39d53m53.1s,283.866378,39.898092,291.17,15.414,Kepler-band,15.374,3750,150,-150,NA,NA,NA,0.51,0.02,-0.02,0,NA,NA,NA,NA,NA,NA,1.57,0.12,-0.12,NA,0.0553,0.67,2014,3,291.17,M1 V,4.75,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.57,1.57
Kepler-236 c,Kepler-236,c,Transit,2,23.968127,0.132,NA,NA,NA,1,0,18h55m27.93s,+39d53m53.1s,283.866378,39.898092,291.17,15.414,Kepler-band,15.374,3750,150,-150,NA,NA,NA,0.51,0.02,-0.02,0,NA,NA,NA,NA,NA,NA,2,0.17,-0.17,NA,0.1736,0.84,2014,3,291.17,M1 V,4.75,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2,2
Kepler-237 b,Kepler-237,b,Transit,2,4.715106,0.05,NA,NA,NA,1,0,18h52m53.13s,+40d25m18.6s,283.221387,40.421834,670.41,15.289,Kepler-band,15.283,4861,200,-200,NA,NA,NA,0.72,0.38,-0.38,0,NA,NA,NA,NA,NA,NA,1.41,0.75,-0.75,NA,0.098,0.19,2014,3,670.41,NA,4.58,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.41,1.41
Kepler-237 c,Kepler-237,c,Transit,2,8.103636,0.071,NA,NA,NA,1,0,18h52m53.13s,+40d25m18.6s,283.221387,40.421834,670.41,15.289,Kepler-band,15.283,4861,200,-200,NA,NA,NA,0.72,0.38,-0.38,0,NA,NA,NA,NA,NA,NA,2.08,1.1,-1.1,NA,0.1313,0.14,2014,3,670.41,NA,4.58,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.08,2.08
Kepler-238 b,Kepler-238,b,Transit,5,2.090876,0.034,NA,NA,NA,1,0,19h11m35.31s,+40d38m16.1s,287.897113,40.637815,1897.73,15.084,Kepler-band,15.024,5751,100,-100,NA,NA,NA,1.43,0.26,-0.26,0,NA,NA,NA,NA,NA,NA,1.73,0.4,-0.4,NA,0.133,0.78,2014,3,1897.73,NA,4.19,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.73,1.73
Kepler-238 c,Kepler-238,c,Transit,5,6.155557,0.069,NA,NA,NA,1,0,19h11m35.31s,+40d38m16.1s,287.897113,40.637815,1897.73,15.084,Kepler-band,15.024,5751,100,-100,NA,NA,NA,1.43,0.26,-0.26,0,NA,NA,NA,NA,NA,NA,2.39,0.45,-0.45,NA,0.2015,0.06,2014,3,1897.73,NA,4.19,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.39,2.39
Kepler-238 d,Kepler-238,d,Transit,5,13.233549,0.115,NA,NA,NA,1,0,19h11m35.31s,+40d38m16.1s,287.897113,40.637815,1897.73,15.084,Kepler-band,15.024,5751,100,-100,NA,NA,NA,1.43,0.26,-0.26,0,NA,NA,NA,NA,NA,NA,3.07,0.57,-0.57,NA,0.2767,0.43,2014,3,1897.73,NA,4.19,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,3.07,3.07
Kepler-238 e,Kepler-238,e,Transit,5,23.654,NA,NA,NA,NA,1,0,19h11m35.31s,+40d38m16.1s,287.897113,40.637815,1897.73,15.084,Kepler-band,15.024,5751,100,-100,NA,NA,NA,1.43,0.26,-0.26,0,NA,NA,169.7,71.7,-69.1,NA,5.6,2.37,-0.46,NA,NA,NA,2013,3,1897.73,NA,4.19,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,169.7,NA,5.6,5.6
Kepler-238 f,Kepler-238,f,Transit,5,50.447,NA,NA,NA,NA,1,0,19h11m35.31s,+40d38m16.1s,287.897113,40.637815,1897.73,15.084,Kepler-band,15.024,5751,100,-100,NA,NA,NA,1.43,0.26,-0.26,0,NA,NA,13.5,2.9,-2.5,NA,2,0.85,-0.17,NA,NA,NA,2013,3,1897.73,NA,4.19,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,13.5,NA,2,2
Kepler-239 b,Kepler-239,b,Transit,2,11.763051,0.095,NA,NA,NA,1,0,19h36m48.51s,+40d39m48.3s,294.202137,40.663406,660.07,15.208,Kepler-band,15.233,4914,100,-100,NA,NA,NA,0.76,0.04,-0.04,0,NA,NA,NA,NA,NA,NA,2.33,0.15,-0.15,NA,0.1208,0.17,2014,3,660.07,NA,4.58,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.33,2.33
Kepler-239 c,Kepler-239,c,Transit,2,56.228098,0.268,NA,NA,NA,1,0,19h36m48.51s,+40d39m48.3s,294.202137,40.663406,660.07,15.208,Kepler-band,15.233,4914,100,-100,NA,NA,NA,0.76,0.04,-0.04,0,NA,NA,NA,NA,NA,NA,2.51,0.42,-0.42,NA,0.1542,0.86,2014,3,660.07,NA,4.58,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.51,2.51
Kepler-24 b,Kepler-24,b,Transit,4,8.1453,0.08,NA,NA,NA,1,0,19h21m39.18s,+38d20m37.5s,290.413267,38.343754,1195.99,14.925,Kepler-band,14.923,5897,219,-219,NA,NA,NA,1.29,0.29,-0.29,0,NA,NA,508.5,NA,NA,NA,2.4,NA,NA,NA,0.1675,NA,2011,3,1195.99,NA,4.2,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,508.5,NA,2.4,2.4
Kepler-24 c,Kepler-24,c,Transit,4,12.3335,0.106,NA,NA,NA,1,0,19h21m39.18s,+38d20m37.5s,290.413267,38.343754,1195.99,14.925,Kepler-band,14.923,5897,219,-219,NA,NA,NA,1.29,0.29,-0.29,0,NA,NA,508.5,NA,NA,NA,2.8,NA,NA,NA,0.1546,NA,2011,3,1195.99,NA,4.2,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,508.5,NA,2.8,2.8
Kepler-24 d,Kepler-24,d,Transit,4,4.244384,0.051,NA,NA,NA,1,0,19h21m39.18s,+38d20m37.5s,290.413267,38.343754,1195.99,14.925,Kepler-band,14.923,5897,219,-219,NA,NA,NA,1.29,0.29,-0.29,0,NA,NA,NA,NA,NA,NA,1.67,0.39,-0.39,NA,0.1227,0.29,2014,3,1195.99,NA,4.2,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.67,1.67
Kepler-24 e,Kepler-24,e,Transit,4,18.998355,0.138,NA,NA,NA,1,0,19h21m39.18s,+38d20m37.5s,290.413267,38.343754,1195.99,14.925,Kepler-band,14.923,5897,219,-219,NA,NA,NA,1.29,0.29,-0.29,0,NA,NA,NA,NA,NA,NA,2.78,0.64,-0.64,NA,0.1235,0.1,2014,3,1195.99,NA,4.2,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.78,2.78
Kepler-240 b,Kepler-240,b,Transit,2,4.144495,0.048,NA,NA,NA,1,0,19h24m38.11s,+40d45m00.9s,291.158774,40.750263,762.74,15.66,Kepler-band,15.662,4985,200,-200,NA,NA,NA,0.74,0.3,-0.3,0,NA,NA,NA,NA,NA,NA,1.37,0.56,-0.56,NA,0.0987,0.24,2014,3,762.74,NA,4.63,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.37,1.37
Kepler-240 c,Kepler-240,c,Transit,2,7.953528,0.074,NA,NA,NA,1,0,19h24m38.11s,+40d45m00.9s,291.158774,40.750263,762.74,15.66,Kepler-band,15.662,4985,200,-200,NA,NA,NA,0.74,0.3,-0.3,0,NA,NA,NA,NA,NA,NA,2.2,0.89,-0.89,NA,0.1082,0.36,2014,3,762.74,NA,4.63,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.2,2.2
Kepler-241 b,Kepler-241,b,Transit,2,12.718092,0.094,NA,NA,NA,1,0,19h31m39.15s,+41d03m39.3s,292.913118,41.060921,609.86,15.389,Kepler-band,15.387,4699,200,-200,NA,NA,NA,0.67,0.29,-0.29,0,NA,NA,NA,NA,NA,NA,2.33,1.03,-1.03,NA,0.1299,0.54,2014,3,609.86,NA,4.63,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.33,2.33
Kepler-241 c,Kepler-241,c,Transit,2,36.065978,0.189,NA,NA,NA,1,0,19h31m39.15s,+41d03m39.3s,292.913118,41.060921,609.86,15.389,Kepler-band,15.387,4699,200,-200,NA,NA,NA,0.67,0.29,-0.29,0,NA,NA,NA,NA,NA,NA,2.57,1.11,-1.11,NA,0.178,0.07,2014,3,609.86,NA,4.63,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.57,2.57
Kepler-242 b,Kepler-242,b,Transit,2,8.20395,0.075,NA,NA,NA,1,0,19h06m15.77s,+41d48m30.3s,286.565695,41.808403,610.6,15.376,Kepler-band,15.349,5020,200,-200,NA,NA,NA,0.85,0.52,-0.52,0,NA,NA,NA,NA,NA,NA,2.61,1.6,-1.6,NA,0.1142,0.06,2014,3,610.6,NA,4.49,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.61,2.61
Kepler-242 c,Kepler-242,c,Transit,2,14.496481,0.109,NA,NA,NA,1,0,19h06m15.77s,+41d48m30.3s,286.565695,41.808403,610.6,15.376,Kepler-band,15.349,5020,200,-200,NA,NA,NA,0.85,0.52,-0.52,0,NA,NA,NA,NA,NA,NA,2,1.23,-1.23,NA,0.1343,0.37,2014,3,610.6,NA,4.49,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2,2
Kepler-243 b,Kepler-243,b,Transit,2,5.715442,0.062,NA,NA,NA,1,0,19h00m26.51s,+42d02m02.2s,285.11047,42.033958,707.94,15.086,Kepler-band,15.057,5228,200,-200,NA,NA,NA,0.84,0.4,-0.4,0,NA,NA,NA,NA,NA,NA,2.45,1.16,-1.16,NA,0.1035,0.17,2014,3,707.94,NA,4.57,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.45,2.45
Kepler-243 c,Kepler-243,c,Transit,2,20.026218,0.142,NA,NA,NA,1,0,19h00m26.51s,+42d02m02.2s,285.11047,42.033958,707.94,15.086,Kepler-band,15.057,5228,200,-200,NA,NA,NA,0.84,0.4,-0.4,0,NA,NA,NA,NA,NA,NA,1.99,0.97,-0.97,NA,0.055,0.77,2014,3,707.94,NA,4.57,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.99,1.99
Kepler-244 b,Kepler-244,b,Transit,3,4.311792,0.05,NA,NA,NA,1,0,19h08m58.24s,+42d18m04.9s,287.24268,42.301369,1067.62,15.604,Kepler-band,15.545,5554,200,-200,NA,NA,NA,0.8,0.34,-0.34,0,NA,NA,NA,NA,NA,NA,2.76,1.16,-1.16,NA,0.114,0.52,2014,3,1067.62,NA,4.58,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.76,2.76
Kepler-244 c,Kepler-244,c,Transit,3,9.767292,0.087,NA,NA,NA,1,0,19h08m58.24s,+42d18m04.9s,287.24268,42.301369,1067.62,15.604,Kepler-band,15.545,5554,200,-200,NA,NA,NA,0.8,0.34,-0.34,0,NA,NA,NA,NA,NA,NA,2.05,0.87,-0.87,NA,0.0572,0.49,2014,3,1067.62,NA,4.58,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.05,2.05
Kepler-244 d,Kepler-244,d,Transit,3,20.050401,0.14,NA,NA,NA,1,0,19h08m58.24s,+42d18m04.9s,287.24268,42.301369,1067.62,15.604,Kepler-band,15.545,5554,200,-200,NA,NA,NA,0.8,0.34,-0.34,0,NA,NA,NA,NA,NA,NA,2.31,0.97,-0.97,NA,0.1877,0.11,2014,3,1067.62,NA,4.58,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.31,2.31
Kepler-245 b,Kepler-245,b,Transit,4,7.49019,0.071,NA,NA,NA,1,0,19h26m33.35s,+42d26m10.7s,291.638965,42.436317,882.65,15.599,Kepler-band,15.597,5100,100,-100,NA,NA,NA,0.8,0.05,-0.05,0,NA,NA,NA,NA,NA,NA,2.57,0.18,-0.18,NA,0.1168,0.2,2014,3,882.65,NA,4.56,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.57,2.57
Kepler-245 c,Kepler-245,c,Transit,4,17.460812,0.124,NA,NA,NA,1,0,19h26m33.35s,+42d26m10.7s,291.638965,42.436317,882.65,15.599,Kepler-band,15.597,5100,100,-100,NA,NA,NA,0.8,0.05,-0.05,0,NA,NA,NA,NA,NA,NA,2.18,0.17,-0.17,NA,0.0935,0.2,2014,3,882.65,NA,4.56,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.18,2.18
Kepler-245 d,Kepler-245,d,Transit,4,36.277108,0.202,NA,NA,NA,1,0,19h26m33.35s,+42d26m10.7s,291.638965,42.436317,882.65,15.599,Kepler-band,15.597,5100,100,-100,NA,NA,NA,0.8,0.05,-0.05,0,NA,NA,NA,NA,NA,NA,3.03,0.21,-0.21,NA,0.2002,0.18,2014,3,882.65,NA,4.56,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,3.03,3.03
Kepler-245 e,Kepler-245,e,Transit,4,3.21982106,NA,NA,NA,NA,1,0,19h26m33.35s,+42d26m10.7s,291.638965,42.436317,882.65,15.599,Kepler-band,15.597,5100,100,-100,NA,NA,NA,0.8,0.05,-0.05,0,NA,NA,NA,NA,NA,NA,1.75,0.08,-0.06,NA,0.088154,NA,2016,3,882.65,NA,4.56,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2016-05-10,NA,NA,1.75,1.75
Kepler-246 b,Kepler-246,b,Transit,2,4.60182,0.052,NA,NA,NA,1,0,19h45m56.02s,+42d39m48.3s,296.483427,42.663429,637.44,15.024,Kepler-band,15.042,5206,200,-200,NA,NA,NA,0.83,0.42,-0.42,0,NA,NA,NA,NA,NA,NA,2.34,1.2,-1.2,NA,0.0928,0.58,2014,3,637.44,NA,4.56,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.34,2.34
